EWHA_ORI_SPID	DB_Chemical_name	FINAL_CID	Hepatotoxicity	SCORE	HLT	PT	LIVERTOX_SCORE	LIVERTOX_REF_CONT	REF_FILE_NAME	REF_FILE_PAGE	SAMPLE_CLASS
LV_579	Lithium Carbonate	11125	0	3	NO_HLT	NO_PT	E	Lithium has not been associated with instances of clinically apparent acute liver injury with jaundice.	Lithium.pdf	1	T_0_3
LV_580	Lixisenatide	90472060	0	3	NO_HLT	NO_PT	E	Since licensure, there have been no published case reports of hepatotoxicity due to lixisenatide and the product label does not list liver injury as an adverse event. 	Lixisenatide.pdf	1	T_0_3
LV_581	Lomitapide	9853053	1	3	Hepatocellular damage and hepatitis NEC	Hepatic steatosis	C	Chronic therapy with lomitapide can be associated with fluctuations in serum aminotransferase levels and accumulation of liver fat. In some instances, the increase in liver fat is from baseline levels of <2% to as high as 10% to 40%. At least one instance of steatohepatitis and progressive hepatic fibrosis has been reported in a patient receiving lomitapide long term.	Lomitapide.pdf	1	T_1_3
LV_582	Lomustine	3950	1	3	Cholestasis and jaundice	Cholestasis	D	Clinically apparent liver injury from lomustine has been described, but is uncommon. The pattern of serum enzyme elevations were described as cholestatic and onset was after 3 to 4 months of therapy, but otherwise its clinical characteristics have not been clearly characterized.	Lomustine.pdf	1	T_1_3
LV_583	Lonafarnib	148195	0	3	NO_HLT	NO_PT	E	There were no liver related serious adverse events and no patient had a concurrent elevation in serum aminotransferase and bilirubin levels. 	Lonafarnib.pdf	1	T_0_3
LV_584	Loperamide	3955	0	3	NO_HLT	NO_PT	E	The reason for its lack of hepatotoxicity may relate to the low doses used and lack of significant systemic absorption. What loperamide is absorbed is metabolized in the liver.	Loperamide.pdf	1	T_0_3
LV_585	Lopinavir	92727	1	3	Cholestasis and jaundice	Jaundice	D	Clinically apparent liver disease due to lopinavir/ritonavir occurs, but is rare. The latency to onset of symptoms or jaundice is usually 1 to 8 weeks and the pattern of serum enzyme elevations varies from hepatocellular to cholestatic or mixed.	Lopinavir.pdf	1	T_1_3
LV_586	Loratadine	3957	1	3	Hepatocellular damage and hepatitis NEC	Liver injury	E*	 In addition, rare instances of clinically apparent liver injury attributed to loratadine and desloratadine use have been reported as isolated case reports.	LoratadineDesloratad.pdf	1	T_1_3
LV_587	Lorazepam	3958	0	3	NO_HLT	NO_PT	E	Lorazepam, as with other benzodiazepines, is rarely associated with serum ALT elevations, and clinically apparent liver injury from lorazepam is extremely rare, if it occurs at all. There have been no case reports of symptomatic, acute liver injury from lorazepam.	Lorazepam.pdf	1	T_0_3
LV_588	Lorcaserin	11658860	0	3	NO_HLT	NO_PT	E	Clinically apparent liver injury due to lorcaserin has not been reported, but the numbers of patients treated has been limited.	Lorcaserin.pdf	2	T_0_3
LV_589	Lorlatinib	71731823	0	3	NO_HLT	NO_PT	E*	While lorlatinib has not been associated with instances of severe liver injury, it has had limited clinical use.	Lorlatinib.pdf	1	T_0_3
LV_590	Losartan	3961	1	3	Hepatocellular damage and hepatitis NEC	Hepatitis acute	C	The onset is usually within 1 to 8 weeks of starting therapy and the serum enzyme pattern is typically hepatocellular with an acute hepatitis-like clinical syndrome.	Losartan.pdf	1	T_1_3
LV_591	Losartan	3961	1	3	Hepatocellular damage and hepatitis NEC	Hepatitis acute	C	The onset is usually within 1 to 8 weeks of starting therapy and the serum enzyme pattern is typically hepatocellular with an acute hepatitis-like clinical syndrome. 	Losartan.pdf	1	T_1_3
LV_592	Lovastatin	53232	1	3	Cholestasis and jaundice	Hepatitis cholestatic	B	Cholestatic hepatitis due to lovastatin therapy	Lovastatin.pdf	2	T_1_3
LV_593	Loxapine	3964	1	3	Cholestasis and jaundice	Jaundice hepatocellular	D	Instances of clinically apparent acute liver injury have been reported due to loxapine and to the structurally related tricylic amoxapine (not available in the United States), but cases are rare. In reported cases, the onset of jaundice was within 4 to 8 weeks, and the pattern of serum enzyme elevations was typically hepatocellular.	Loxapine.pdf	1	T_1_3
LV_594	Lubiprostone	157920	0	3	NO_HLT	NO_PT	E	In clinical trials, lubiprostone therapy was not associated with significant changes in serum enzyme levels or episodes of clinically apparent liver injury.	Lubiprostone.pdf	1	T_0_3
LV_595	Lumacaftor	16678941	1	3	Hepatic fibrosis and cirrhosis	Portal fibrosis	D	Patients with cystic fibrosis can, not infrequently, have underlying liver disease with chronic, intermittent serum aminotransferase and alkaline phosphatase elevations, occasionally associated with progressive fibrosis or nodular regenerative hyperplasia and non-cirrhotic portal hypertension.	IvacaftorLumacaftor.pdf	2	T_1_3
LV_596	Lumateperone	21302490	0	3	NO_HLT	NO_PT	E	In preregistration trials, there were no instances of severe hepatic adverse events, discontinuations because of liver related events or episodes of clinically apparent liver injury with jaundice.	Lumateperone.pdf	1	T_0_3
LV_597	Lurasidone	213046	0	3	NO_HLT	NO_PT	E	There have been no published reports of clinically apparent liver injury with symptoms or jaundice attributed to lurasidone therapy.	Lurasidone.pdf	1	T_0_3
LV_598	Lusutrombopag	49843517	1	3	Hepatic vascular disorders	Hepatic vein thrombosis	E	In prelicensure clinical trials, portal vein thrombosis occurred in some patients after lusutrombopag therapy, but the frequency was low and similar to that with placebo treatment.	ThrombopoietinRecept.pdf	4	T_1_3
LV_599	Maca	220495	0	3	NO_HLT	NO_PT	E	There have been no convincing reports linking maca to liver injury, either in the form of transient serum enzyme elevations during therapy or clinically apparent acute liver injury. 	Maca.pdf	1	T_0_3
LV_600	Macitentan	16004692	0	3	NO_HLT	NO_PT	E	While there have been no published reports of clinically apparent liver injury with jaundice associated with macitentan, it has had limited general use.	Macitentan.pdf	1	T_0_3
LV_601	Maraviroc	3002977	1	3	Cholestasis and jaundice	Jaundice	D	Both were women, ages 24 and 27, who developed fever, fatigue and rash followed by liver tests abnormalities within 1 to 3 weeks of starting maraviroc. One patient remained anicteric (peak bilirubin 1.5 mg/dL) while the other developed marked jaundice (peak bilirubin 31 mg/dL) and underwent emergency liver transplantation 16 days after onset.	Maraviroc.pdf	1	T_1_3
LV_602	Mebendazole	4030	1	3	Hepatocellular damage and hepatitis NEC	ETC	D	The onset is usually with fever and malaise within days of starting or restarting therapy. The pattern of serum enzyme elevations is typically hepatocellular, and jaundice is uncommon.	Mebendazole.pdf	1	T_1_3
LV_603	Mechlorethamine	4033	0	3	NO_HLT	NO_PT	E	Mechlorethamine has not been associated specifically with clinically apparent liver injury.	Mechlorethamine.pdf	1	T_0_3
LV_604	Meclizine	4034	0	3	NO_HLT	NO_PT	E	Despite widespread use, meclizine has not been linked to liver test abnormalities or to clinically apparent liver injury. 	Meclizine.pdf	1	T_0_3
LV_605	Medroxyprogesterone	10631	1	3	Cholestasis and jaundice	Cholestasis	A	Finally, rare instances of cholestasis with bland hepatic injury that is typical of estrogen induced liver injury have been reported with use of progestins alone.	Progestins.pdf	2	T_1_3
LV_606	Mefenamic Acid	4044	1	3	Cholestasis and jaundice	Cholestasis	D	The latency to onset was short (less than one month) and the pattern injury variable from cholestatic to hepatocellular. 	MefenamicAcid.pdf	1	T_1_3
LV_607	Mefloquine	4046	1	3	Cholestasis and jaundice	Hepatitis cholestatic	D	Instances of acute hepatocellular injury as well as cholestatic hepatitis have been linked to use of mefloquine.	Mefloquine.pdf	1	T_1_3
LV_608	Megestrol	19090	1	3	Cholestasis and jaundice	Cholestasis	A	Finally, rare instances of cholestasis with bland hepatic injury that is typical of estrogen induced liver injury have been reported with use of progestins alone.	Progestins.pdf	2	T_1_3
LV_609	Melatonin	896	0	3	NO_HLT	NO_PT	E	Despite wide scale use, melatonin has not been convincingly linked to instances of clinically apparent liver injury.	Melatonin.pdf	1	T_0_3
LV_610	Meloxicam	54677470	1	3	Cholestasis and jaundice	Cholestasis	C	Clinically apparent liver injury with jaundice from meloxicam is rare and only individual case reports have been published. Th e latency to onset in reported cases was short (1 to 5 weeks) and both cholestatic and hepatocellular patterns of enzyme elevations were described.	Meloxicam.pdf	1	T_1_3
LV_611	Melphalan	460612	1	3	Hepatic enzymes and function abnormalities	ETC	B	Onset of sinusoidal obstruction syndrome is usually within 1 to 3 weeks of the myeloablative or high dose therapy, and is characterized by the onset of abdominal pain, hepatomegaly, weight gain and ascites followed by jaundice. The pattern of serum enzyme elevations is usually hepatocellular, with marked increases in serum aminotransferase and lactic dehydrogenase levels and minimal increase in alkaline phosphatase. 	Melphalan.pdf	1	T_1_3
LV_612	Memantine	4054	1	3	Cholestasis and jaundice	Hepatitis cholestatic	D	The time to onset was 3 weeks and the clinical syndrome was that of an acute cholestatic hepatitis which was mild-to-moderate in severity and rapidly reversible upon drug discontinuation (Case 1).	Memantine.pdf	1	T_1_3
LV_613	Menadione	4055	0	3	NO_HLT	NO_PT	E	Neither normal nor excessively high doses of vitamin K have associated with adverse events, ALT elevations or clinically apparent liver injury.	VitaminK.pdf	2	T_0_3
LV_614	Mepacrine	237	1	3	Hepatocellular damage and hepatitis NEC	Liver injury	E	Mepacrine has also been implicated in cases of aplastic anemia and in hypersensitivity reactions with exfoliative dermatitis, suggestive of Stevens Johnson syndrome, conditions that can be associated with liver injury that may be severe.	Mepacrine.pdf	2	T_1_3
LV_615	Mepenzolate	4057	0	3	NO_HLT	NO_PT	NO_SCORE	Like other anticholinergic agents, mepenzolate has not been linked to episodes of liver enzyme elevations or clinically apparent liver injury.	Mepenzolate.pdf	1	T_0_3
LV_616	Mepivacaine	4062	0	3	NO_HLT	NO_PT	E	In clinical trials with the amide local anesthetics, serum aminotransferase and alkaline phosphatase elevations were rarely reported and were generally no more common than with placebo or comparator injections. Despite widespread use for many decades, the local amide anesthetics, when given as single or limited injections or infusions, have not been convincingly linked to instances of clinically apparent liver injury, and liver toxicity is not mentioned in product labels.	AmideLocalAnesthetic.pdf	1	T_0_3
LV_617	Meprobamate	4064	0	3	NO_HLT	NO_PT	E*	While instances of clinically apparent liver injury due to meprobamate have been mentioned in review articles, no cases with specific information on clinical features have appeared in the published literature.	Meprobamate.pdf	1	T_0_3
LV_618	Mercaptopurine	667490	1	3	Cholestasis and jaundice	Cholestasis	A	Mercaptopurine can also lead to a distinctive acute, clinically apparent liver injury that usually presents with fatigue and jaundice and a cholestatic or mixed pattern of serum enzyme elevations 1 to 6 months after starting therapy, but sometimes later, particularly following an increase in dose.	Mercaptopurine.pdf	1	T_1_3
LV_619	Meropenem	441130	1	3	Cholestasis and jaundice	Jaundice cholestatic	D	Meropenem has also been linked to rare cases of cholestatic jaundice that usually arises after 1 to 3 weeks of therapy. 	Meropenem.pdf	1	T_1_3
LV_620	Meropenem	441130	1	3	Cholestasis and jaundice	Jaundice cholestatic	D	Meropenem has also been linked to rare cases of cholestatic jaundice that usually arises after 1 to 3 weeks of therapy.	Meropenem.pdf	1	T_1_3
LV_621	Mesalamine	4075	1	3	Hepatocellular damage and hepatitis NEC	Cholestatic liver injury	C	Since approval and wide scale usage, however, there have been isolated reports of acute and chronic liver injury with jaundice attributed to mesalamine therapy.	Mesalamine.pdf	2	T_1_3
LV_622	Metaxalone	15459	0	3	NO_HLT	NO_PT	E	According to the product brochure, metaxalone may cause jaundice, although there are no specific case reports of hepatotoxicity from metaxalone in the literature and no prospective trials with routine monitoring of aminotransferase levels.	Metaxalone.pdf	1	T_0_3
LV_623	Metformin	4091	1	3	Cholestasis and jaundice	Jaundice cholestatic	B	 The liver injury usually appears after 1 to 8 weeks, typically with symptoms of weakness and fatigue followed by jaundice	Metformin.pdf	1	T_1_3
LV_624	Methamphetamine	10836	0	3	NO_HLT	NO_PT	E	Furthermore, despite widescale use, there have not been reports of clinically apparent liver injury due to modafinil or armodafinil. 	ModafinilArmodafinil.pdf	1	T_0_3
LV_625	Methandienone	6300	1	3	Cholestasis and jaundice	Cholestasis	NO_SCORE	Androgenic and anabolic steroids have been implicated in four distinct forms of liver injury: transient serum enzyme elevations, an acute cholestatic syndrome (“bland cholestasis”), chronic vascular injury to the liver (peliosis hepatis) and hepatic tumors including adenomas and hepatocellular carcinoma. 	AndrogenicSteroids.pdf	2	T_1_3
LV_626	Methazolamide	4100	0	3	NO_HLT	NO_PT	D	Idiosyncratic, clinically apparent liver injury from acetazolamide and methazolamide is rare, 	CarbonicAnhydraseInh.pdf	1	T_0_3
LV_627	Methenamine	4101	0	3	NO_HLT	NO_PT	E	Since its approval and in over 100 years of general use, there have been no reports of clinically apparent liver injury attributable to methenamine. 	Methenamine.pdf	1	T_0_3
LV_628	Methenolone	3037705	1	3	Cholestasis and jaundice	Cholestasis	NO_SCORE	Androgenic and anabolic steroids have been implicated in four distinct forms of liver injury: transient serum enzyme elevations, an acute cholestatic syndrome (“bland cholestasis”), chronic vascular injury to the liver (peliosis hepatis) and hepatic tumors including adenomas and hepatocellular carcinoma. 	AndrogenicSteroids.pdf	2	T_1_3
LV_629	Methimazole	1349907	1	3	Cholestasis and jaundice	Jaundice	A	Complicating the assessment of the role of methimazole or propylthiouracil in causing liver injury is the fact that hyperthyroidism by itself can cause liver test abnormalities and even jaundice.	Methimazole.pdf	1	T_1_3
LV_630	Methocarbamol	4107	0	3	NO_HLT	NO_PT	E	While the product label for methocarbamol states that it can cause jaundice (including cholestatic jaundice), there is little published evidence to suggest that methocarbamol is a cause of hepatic injury or clinically apparent drug induced liver disease.	Methocarbamol.pdf	1	T_0_3
LV_631	Methotrexate	126941	1	3	Hepatic fibrosis and cirrhosis	Hepatic cirrhosis	A	Methotrexate is well known to cause serum aminotransferase elevations and long term therapy has been linked to development of fatty liver disease, fibrosis and even cirrhosis.	Methotrexate.pdf	1	T_1_3
LV_632	Methscopolamine	71183	0	3	NO_HLT	NO_PT	NO_SCORE	Despite widespread use over many decades, neither scopolamine nor methscopolamine have been linked to episodes of liver enzyme elevations or clinically apparent liver injury. 	ScopolamineMethscop.pdf	1	T_0_3
LV_633	Methsuximide	6476	0	3	NO_HLT	NO_PT	E*	Clinically apparent hepatotoxicity from methsuximide has not been reported, although hypersensitivity reactions with fever and rash are not uncommon (1% to 5%).	Methsuximide.pdf	1	T_0_3
LV_634	Methyclothiazide	4121	1	3	Cholestasis and jaundice	Hepatitis cholestatic	E	The usual latency period to onset has been short (few days to several weeks) and the pattern of serum enzyme elevations has ranged from hepatocellular, to mixed and cholestatic (Cases 1 and 2).	ThiazideDiuretics.pdf	2	T_1_3
LV_635	Methyldopa	38853	1	3	Cholestasis and jaundice	Jaundice	A	The acute liver injury from methyldopa generally arises within 2 to 12 weeks of starting therapy and is typically hepatocellular with marked elevations in ALT and AST (5- to 100-fold) and modest increases in alkaline phosphatase, although in a small proportion of patients the pattern of enzyme elevations is mixed or cholestatic (Case 1 and 2). Most patients become jaundiced.	Methyldopa.pdf	1	T_1_3
LV_636	Methylphenidate	4158	1	3	Hepatocellular damage and hepatitis NEC	Hepatic necrosis	C[H]	The pattern of liver enzyme elevations was hepatocellular and the clinical phenotype typical of acute hepatic necrosis with rapid onset and rapid recovery	Methylphenidate.pdf	2	T_1_3
LV_637	Methylprednisolone	6741	0	3	NO_HLT	NO_PT	NO_SCORE	Thus, the hepatic complications of corticosteroids are mostly associated with high intravenous dosing usually represent the worsening or triggering of an underlying liver disease and rarely are the result of drug hepatotoxicity.	Corticosteroids.pdf	4	T_0_3
LV_638	Methyltestosterone	6010	1	3	Cholestasis and jaundice	Cholestasis	NO_SCORE	The frequency of acute cholestasis from androgenic steroids is not well known, but it is likely somewhat dose related and may occur in ~1% of patients treated with methyltestosterone, danazol, stanozolol or oxymetholone.	AndrogenicSteroids.pdf	2	T_1_3
LV_639	Metoclopramide	4168	1	3	Cholestasis and jaundice	Hepatitis cholestatic	C	Clinical descriptions of liver injury attributable to metoclopramide are few, but the latency to onset of liver injury is usually less than 30 days and the pattern of liver enzyme elevations cholestatic	Metoclopramide.pdf	2	T_1_3
LV_640	Metolazone	4170	1	3	Cholestasis and jaundice	Hepatitis cholestatic	D	The usual latency period to onset has been short (few days to several weeks) and the pattern of serum enzyme elevations has ranged from hepatocellular, to mixed and cholestatic (Cases 1 and 2).	ThiazideDiuretics.pdf	2	T_1_3
LV_641	Metoprolol	4171	1	3	Hepatic failure and associated disorders	Acute hepatic failure	D	Reported cases due to metoprolol have included cases of acute liver failure, but ultimately all were self_x0002_limiting and resolved fairly rapidly once once drug was stopped.	Metoprolol.pdf	1	T_1_3
LV_642	Metronidazole	4173	1	3	Hepatocellular damage and hepatitis NEC	Hepatocellular injury	C	A fatal recurrence of acute liver injury after reexposure to metronidazole has been published (Case 2). 	Metronidazole.pdf	1	T_1_3
LV_643	Mexiletine	4178	1	3	Cholestasis and jaundice	Hepatitis cholestatic	C	Rare instances of cholestatic hepatitis with mexiletine therapy have also been reported and may represent a different form of liver injury.	Mexiletine.pdf	1	T_1_3
LV_644	Micafungin	477468	1	3	Hepatic failure and associated disorders	Acute hepatic failure	D	Nevertheless, the product label for all three echinocandins mentions adverse events of serum enzyme elevations, hepatitis and acute liver failure.	Echinocandins.pdf	2	T_1_3
LV_645	Midazolam	4192	0	3	NO_HLT	NO_PT	E	Clinically apparent liver injury from midazolam has not been reported and must be extremely rare, if it occurs at all. 	Midazolam.pdf	1	T_0_3
LV_646	Midostaurin	9829523	1	3	Cholestasis and jaundice	Hyperbilirubinemia	E	Hyperbilirubinemia was also common in these studies but instances of clinically apparent liver injury with jaundice, severe hepatoxicity and deaths from hepatic failure were not reported.	Midostaurin.pdf	1	T_1_3
LV_647	Mifepristone	55245	1	3	Cholestasis and jaundice	Cholestasis	D	 Liver biopsy confirmed the finding of bland cholestasis. 	Mifepristone.pdf	1	T_1_3
LV_648	Migalastat	176077	0	3	NO_HLT	NO_PT	E	What abnormalities occurred were mild and resolved spontaneously without need for dose interruption. During these premarketing clinical trials and since its more widespread clinical availability, no instances of acute liver injury with jaundice have been reported attributable to migalastat.	Migalastat.pdf	1	T_0_3
LV_649	Miglitol	441314	0	3	NO_HLT	NO_PT	E	 Neither during these studies nor since approval and wide clinical use have reports of clinically apparent liver injury due to miglitol been published.	Miglitol.pdf	1	T_0_3
LV_650	Miglustat	51634	0	3	NO_HLT	NO_PT	E	In placebo controlled trials, liver test abnormalities were no more common with miglustat than with placebo treatment, and what abnormalities occurred were mild and resolved spontaneously usually without need for dose interruption. During these premarketing clinical trials and since its more widespread clinical availability, no instances of acute liver injury with jaundice have been reported attributable to miglustat.	Miglustat.pdf	1	T_0_3
LV_651	Milk Thistle	44147684	0	3	NO_HLT	NO_PT	E	Despite its wide spread use in patients with and without liver disease, milk thistle has not been implicated in causing serum enzyme elevations or clinically apparent acute liver injury.	MilkThistle.pdf	1	T_0_3
LV_652	Milnacipran	65833	1	3	Cholestasis and jaundice	Jaundice	D	There has been a single published report of clinically apparent liver injury with jaundice attributed to milnacipran therapy, with a mixed pattern of liver enzyme elevations, transient increases in bilirubin without jaundice, immunoallergic features and rapid recovery on stopping (Case 1)	MilnacipranLevomilna.pdf	1	T_1_3
LV_653	Miltefosine	3599	0	3	NO_HLT	NO_PT	E	There have been no case reports of clinically apparent liver injury with jaundice attributed to miltefosine therapy. 	Miltefosine.pdf	1	T_0_3
LV_654	Minocycline Hydrochloride	54685925	1	3	Hepatocellular damage and hepatitis NEC	Hepatitis acute	A	Minocycline therapy is associated with two forms of clinically apparent liver injury, an acute hepatitis-like syndrome that arises within 1 to 3 months of starting therapy and a chronic hepatitis-like syndrome typically with autoimmune features that occurs with long term therapy, sometimes after several years of use.	Minocycline.pdf	1	T_1_3
LV_655	Mirabegron	9865528	0	3	NO_HLT	NO_PT	E	Among several thousands of patients treated, there were no episodes of clinically apparent liver injury. Since its approval and more wide scale use, there have not been any published reports of hepatotoxicity attributed to mirabegron.	Mirabegron.pdf	1	T_0_3
LV_656	Mirtazapine	4205	1	3	Hepatocellular damage and hepatitis NEC	Hepatitis	C	The pattern of serum enzyme elevations is usually hepatocellular, but mixed forms have also been described.	Mirtazapine.pdf	1	T_1_3
LV_657	Misoprostol	5282381	1	3	Cholestasis and jaundice	Cholestasis	D	 Liver biopsy confirmed the finding of bland cholestasis. 	Mifepristone.pdf	1	T_1_3
LV_658	Mitomycin	5746	1	3	Hepatic enzymes and function abnormalities	Hepatic function abnormal	B	High doses of mitomycin have been linked to cases of sinusoidal obstruction syndrome, typically presenting with right upper quadrant pain 10 to 30 days after the infusion, followed by weight gain, ascites and liver test abnormalities.	Mitomycin.pdf	1	T_1_3
LV_659	Mitotane	4211	0	3	NO_HLT	NO_PT	E	There have been no individual published case reports of clinically apparent liver injury attributed to mitotane, but its general use has been limited, as adrenocortical carcinoma is rare.	Mitotane.pdf	1	T_0_3
LV_660	Mitoxantrone	4212	1	3	Cholestasis and jaundice	Jaundice	D	In high doses, mitoxantrone has been associated with a high rate of jaundice	Mitoxantrone.pdf	1	T_1_3
LV_661	Modafinil	4236	0	3	NO_HLT	NO_PT	E	Furthermore, despite widescale use, there have not been reports of clinically apparent liver injury due to modafinil or armodafinil. 	ModafinilArmodafinil.pdf	1	T_0_3
LV_662	Modafinil	4236	0	3	NO_HLT	NO_PT	E	despite widescale use, there have not been reports of clinically apparent liver injury due to modafinil or armodafinil.	ModafinilArmodafinil.pdf	1	T_0_3
LV_663	Moexipril	91270	1	3	Hepatocellular damage and hepatitis NEC	Liver injury	E	Moexipril is hydrolyzed in the liver to the active metabolite moexiprilat, and idiosyncratic liver injury might be induced by a minor metabolite.	Moexipril.pdf	2	T_1_3
LV_664	Moexipril	91270	1	3	Hepatocellular damage and hepatitis NEC	Liver injury	E	Rare instances of severe acute hepatocellular injury, sometimes arising 1 to 4 years after starting ACE inhibitors, have been described, but not in association with moexipril. Nevertheless, the product label mentions the possibility of drug induced liver injury.	Moexipril.pdf	1	T_1_3
LV_665	Molindone	23897	1	3	Hepatocellular damage and hepatitis NEC	Hepatocellular injury	D	Instances of clinically apparent acute liver injury have been reported due to molindone, but are rare. The onset of injury is within 4 to 8 weeks, and the pattern of serum enzyme elevations is typically hepatocellular.	Molindone.pdf	1	T_1_3
LV_666	Montelukast Sodium	23663996	1	3	Hepatic enzymes and function abnormalities	Hepatic function abnormal	B	In clinical trials, mild elevations in serum aminotransferase levels were found in 1% to 2% of patients taking montelukast chronically, but similar rates are reported in matched placebo recipients.	Montelukast.pdf	1	T_1_3
LV_667	Morphine	5288826	0	3	NO_HLT	NO_PT	E	Morphine has little hepatic metabolism and is generally excreted unchanged in the urine, perhaps accounting for their relative lack of hepatotoxicity.	Morphine.pdf	1	T_0_3
LV_668	Moxifloxacin HCl	101526	1	3	Cholestasis and jaundice	Jaundice hepatocellular	B	The pattern of serum enzyme elevations can be either hepatocellular or cholestatic, cases with the shorter times to onset usually being more hepatocellular.	Moxifloxacin.pdf	1	T_1_3
LV_669	Mycophenolate Mofetil	5281078	1	3	Hepatocellular damage and hepatitis NEC	Liver injury	D	A small number of cases of clinically apparent liver injury have been reported in patients on mycophenolate.	Mycophenolate.pdf	1	T_1_3
LV_670	Nabilone	5284592	0	3	NO_HLT	NO_PT	E	y. There have been no convincing cases of clinically apparent liver injury attributable to nabilone published in the literature and, thus, significant liver injury from nabilone must be exceeding rare, if it occurs at all.	Nabilone.pdf	1	T_0_3
LV_671	Nabumetone	4409	0	3	NO_HLT	NO_PT	E	Clinically apparent liver injury with jaundice from nabumetone is rare and in large clinical trials, no instances of acute liver injury with jaundice were reported. Since its approval and release, nabumetone has been reported to cause rare instances of serious hepatic adverse events (~1.3 per million prescriptions), but there have been no cases of clinically apparent liver injury due to nabumetone described in the published literature. Furthermore, nabumetone is not mentioned as a cause in large case series on drug induced liver injury or acute liver failure.	Nabumetone.pdf	1	T_0_3
LV_672	Nadolol	39147	0	3	NO_HLT	NO_PT	E	Despite its widespread use, nadolol has not been convincingly linked to instances of clinically apparent liver injury	Nadolol.pdf	1	T_0_3
LV_673	Nafcillin	8982	1	3	Cholestasis and jaundice	Hepatitis cholestatic	C	Typically, the injury has been a cholestatic hepatitis that arises 1 to 6 weeks after starting nafcillin and can be prolonged, but ultimately resolves. Rash, fever and eosinophilia are uncommon but can occur (Case 1).	Nafcillin.pdf	1	T_1_3
LV_674	Nafcillin	8982	1	3	Cholestasis and jaundice	Hepatitis cholestatic	C	Typically, the injury has been a cholestatic hepatitis that arises 1 to 6 weeks after starting nafcillin and can be prolonged, but ultimately resolves.	Nafcillin.pdf	1	T_1_3
LV_675	Naldemedine	54732242	0	3	NO_HLT	NO_PT	E	Therapy with naldemedine has not been linked to serum enzyme elevations or to clinically apparent liver injury.	Naldemedine.pdf	1	T_0_3
LV_676	Nalmefene HCl	5388881	0	3	NO_HLT	NO_PT	E	Therapy with nalmefene has not been linked to serum enzyme elevations or to idiosyncratic acute, clinically apparent liver injury.	Nalmefene.pdf	1	T_0_3
LV_677	Naloxegol	56959087	0	3	NO_HLT	NO_PT	E	There were no reported cases of liver injury with jaundice or symptoms.	Naloxegol.pdf	1	T_0_3
LV_678	Naloxone	5464092	0	3	NO_HLT	NO_PT	E	Therapy with naloxone has not been linked to serum enzyme elevations or to idiosyncratic acute, clinically apparent liver injury.	Naloxone.pdf	1	T_0_3
LV_679	Naltrexone	5360515	0	3	NO_HLT	NO_PT	E	While several rare instances of acute, clinically apparent liver disease have been reported in patients taking naltrexone, the role of the medication in the liver injury has not always been clear and there has been no clear description of the clinical features of the injury.	Naltrexone.pdf	1	T_0_3
LV_680	Naltrexone	5360515	0	3	NO_HLT	NO_PT	E	while often considered hepatotoxic, naltrexone has not been definitively linked to cases of clinically apparent liver injury.	Naltrexone.pdf	1	T_0_3
LV_681	Nandrolone	9904	1	3	Cholestasis and jaundice	Cholestasis	NO_SCORE	Androgenic and anabolic steroids have been implicated in four distinct forms of liver injury: transient serum enzyme elevations, an acute cholestatic syndrome (“bland cholestasis”), chronic vascular injury to the liver (peliosis hepatis) and hepatic tumors including adenomas and hepatocellular carcinoma. 	AndrogenicSteroids.pdf	2	T_1_3
LV_682	Naproxen	156391	1	3	Hepatocellular damage and hepatitis NEC	Cholestatic liver injury	B	The time to onset can be as long as 12 weeks, but convincing instances of liver injury arising after long term use have not been described. The pattern of serum enzyme elevations has ranged from hepatocellular to cholestatic injury.	Naproxen.pdf	1	T_1_3
LV_683	Naratriptan	4440	0	3	NO_HLT	NO_PT	E	In large prospective controlled trials, the different triptans have not been associated with serum enzyme elevations or hepatotoxicity	SerotoninRcptAgonist.pdf	2	T_0_3
LV_684	Nateglinide	5311309	1	3	Cholestasis and jaundice	Cholestasis	E	The metiglinide analogue repaglinide has been impicated in rare cases of cholestatic or mixed hepatitis, but whether nateglinide liver injury is similar is not known.	Nateglinide.pdf	1	T_1_3
LV_685	Nefazodone	4449	1	3	Hepatocellular damage and hepatitis NEC	Liver injury	A	nefazodone was linked to several instances of acute, clinically apparent liver injury, some of which were fatal. 	Nefazodone.pdf	1	T_1_3
LV_686	Nelarabine	3011155	0	3	NO_HLT	NO_PT	E	Cases of clinically apparent liver injury due to nelarabine have been reported to occur, but few details are available.	Nelarabine.pdf	1	T_0_3
LV_687	Nelfinavir	64143	1	3	Hepatic failure and associated disorders	Acute hepatic failure	D	The acute liver injury due to nelfinavir is usually self-limited, but it can be severe, and isolated cases of acute liver failure have been reported to the sponsor, although not in great detail.	Nelfinavir.pdf	1	T_1_3
LV_688	Neomycin	8378	0	3	NO_HLT	NO_PT	NO_SCORE	Oral and topical therapy with neomycin has not been linked serum alkaline phosphatase or aminotransferase elevations, and no convincing cases of symptomatic or icteric hepatotoxicity due to oral neomycin have been published.	Neomycin.pdf	1	T_0_3
LV_689	Neratinib	9915743	0	3	NO_HLT	NO_PT	E*	In prelicensure studies, there were no instances of neratinib related clinically apparent liver injury and serum enzyme elevations were typically mild and self-limited and not associated with symptoms or jaundice.	Neratinib.pdf	1	T_0_3
